gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action,most_frequent_action_type,most_frequent_action_detail,most_frequent_device_type,most_frequent_secs_elapsed
2,35,0,0,5,2,3,6,2,3,10,US,97,7,37,6,8.0
1,25,0,0,5,7,5,0,2,6,10,NDF,127,0,0,8,49.0
2,62,0,0,5,5,7,6,2,6,6,NDF,131,0,0,8,0.0
2,28,0,0,5,2,3,5,2,3,23,US,45,7,0,6,550.0
1,27,0,24,5,2,3,6,1,4,0,US,109,0,0,1,24.0
0,37,0,0,5,2,3,6,2,3,6,US,15,2,11,6,12.0
1,32,1,0,23,7,5,0,2,7,17,NDF,114,3,11,10,15.0
2,32,0,0,5,2,3,6,2,3,23,US,106,7,45,6,0.0
1,43,0,0,5,7,1,0,2,6,11,NDF,114,7,43,8,930.0
1,36,0,0,5,5,7,3,2,6,11,US,110,2,73,8,710.0
0,38,0,0,5,2,3,6,2,3,10,US,15,2,11,6,4.0
1,93,1,0,5,2,3,6,2,3,23,US,114,7,75,6,2.0
2,22,1,12,5,0,11,0,3,3,23,NDF,110,2,73,6,453.0
1,26,0,25,5,2,3,6,3,8,0,US,114,0,0,11,139.0
1,24,0,0,5,2,3,0,2,3,6,US,114,2,73,6,609.0
1,27,1,0,5,5,7,3,2,6,6,NDF,114,3,75,8,2.0
2,26,0,0,5,2,3,6,2,3,6,US,56,3,25,2,60.0
1,33,1,0,5,2,3,0,2,6,10,NDF,24,3,32,8,61.0
1,34,0,25,5,2,3,6,3,3,23,US,0,1,36,11,822000.0
1,30,1,0,5,6,7,3,2,3,23,NDF,87,3,75,6,22.0
2,37,1,0,5,2,3,0,2,3,23,NDF,110,2,73,6,74.0
2,24,1,0,5,1,7,3,2,6,6,NDF,106,7,32,8,0.0
1,22,0,0,5,2,3,6,2,3,23,NDF,114,0,0,6,48.0
2,34,0,0,5,2,3,3,2,6,6,NDF,131,0,0,8,13.0
1,29,0,0,5,2,3,3,2,3,23,NDF,70,7,73,6,80.0
0,33,0,0,5,6,7,3,2,6,11,US,114,7,43,8,4.0
2,27,1,0,5,2,3,6,2,6,6,other,110,2,73,8,6.0
2,33,0,0,5,2,3,6,2,3,6,US,43,7,0,6,0.0
1,34,1,0,5,2,3,0,2,6,6,US,114,2,11,8,13.0
2,29,1,12,5,0,11,6,3,3,23,NDF,4,0,0,0,57.0
0,27,0,0,5,1,7,3,2,7,17,NDF,70,2,73,10,150.0
1,34,0,0,5,2,3,0,2,6,6,other,114,3,25,8,150.0
2,41,1,0,5,5,7,3,2,3,23,US,114,7,75,6,1198.0
1,55,1,0,5,3,11,0,2,6,10,US,24,7,0,8,509.0
1,42,0,0,5,7,5,0,2,6,10,NDF,43,3,19,8,5297.0
2,30,0,0,5,2,3,0,2,6,11,US,48,7,73,8,91.0
2,30,1,0,5,1,7,3,2,3,23,NDF,110,2,73,6,486.0
1,29,1,0,5,5,7,3,2,6,10,NDF,87,3,73,8,828.0
2,63,0,0,5,3,11,6,2,7,17,US,37,2,13,10,789.0
2,29,0,0,6,2,3,0,2,3,23,ES,114,7,73,6,657.0
0,27,0,25,5,2,3,6,3,6,10,US,114,4,36,11,86000.0
1,26,0,0,5,2,3,6,2,6,6,other,48,7,0,8,0.0
1,47,0,0,5,2,3,0,2,3,23,US,1,0,0,6,39.0
1,27,1,0,5,2,3,6,2,3,10,US,127,2,0,6,0.0
2,36,1,0,5,5,7,3,2,6,6,NDF,43,0,0,8,2.0
2,30,1,12,5,0,11,6,3,3,6,US,106,7,0,6,86.0
1,25,1,12,5,0,11,3,3,6,10,NDF,4,0,0,0,184.0
1,39,1,12,5,0,11,6,3,4,0,NDF,130,0,0,0,58.0
1,34,1,12,5,0,11,6,3,3,10,US,4,0,0,0,631.0
2,24,0,25,5,2,3,6,3,8,17,US,56,3,25,11,859.0
1,25,0,0,5,2,3,6,2,3,23,US,62,7,0,6,21.0
2,50,1,0,5,2,3,3,2,1,11,NDF,24,3,25,7,935.0
2,39,0,0,5,7,7,6,2,6,6,US,114,7,20,8,32.0
1,29,0,0,5,2,3,0,2,3,23,US,70,0,0,6,2.0
1,30,0,0,5,2,3,0,2,3,10,other,114,2,0,6,2.0
2,30,1,0,5,5,7,3,2,6,6,NDF,87,2,73,8,78.0
1,34,1,0,5,5,7,3,2,6,11,US,114,3,11,8,29.0
2,52,0,0,5,2,3,0,2,3,23,US,106,7,45,6,0.0
2,53,0,0,5,2,3,0,2,6,6,US,114,7,75,8,93.0
1,32,1,0,5,2,3,0,2,6,6,US,114,2,11,8,117.0
0,38,0,0,5,2,3,6,2,3,23,US,114,7,73,6,1189.0
2,55,1,0,5,2,3,0,2,6,11,NDF,7,2,0,8,9.0
2,50,0,0,5,2,3,0,2,3,23,US,131,0,0,6,20.0
1,39,1,0,8,2,3,6,2,8,17,NDF,24,3,25,11,1904.0
2,46,1,0,5,3,11,6,2,3,23,NDF,22,7,14,6,25.0
1,39,1,0,5,2,3,6,2,3,23,NDF,114,3,73,6,1867.0
1,26,0,0,5,2,3,0,2,6,6,NDF,106,7,45,8,0.0
1,25,0,0,5,7,7,0,2,2,6,US,114,0,0,4,133.0
2,33,1,0,5,6,7,3,2,3,23,NDF,24,0,0,6,712.0
0,31,0,0,5,6,13,3,2,6,11,US,114,2,75,8,1.0
1,31,0,0,5,2,3,6,2,3,6,NDF,62,7,37,6,9.0
2,46,0,25,5,2,3,6,3,3,23,NDF,4,0,0,0,46.0
1,26,1,12,5,0,11,6,0,4,0,US,114,0,0,1,466.0
1,42,0,0,5,2,3,0,2,7,17,IT,48,0,0,10,10.0
1,23,1,0,5,2,3,0,2,2,6,NDF,114,2,73,4,85.0
1,26,0,0,5,5,7,3,2,3,23,NDF,114,0,0,6,213.0
1,32,0,0,5,5,7,3,2,3,23,IT,131,0,0,6,52.0
1,36,1,0,5,1,7,3,2,6,6,NDF,24,2,32,8,40.0
0,25,0,0,5,2,3,0,2,6,6,US,114,2,73,8,6.0
1,31,1,0,5,2,3,0,2,7,17,NDF,24,3,25,10,5615.0
1,23,1,12,5,0,11,0,3,8,17,GB,4,0,0,0,53.0
2,26,0,0,5,2,3,6,2,6,6,US,110,2,73,8,436.0
1,20,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,45.0
2,40,1,0,5,5,7,3,2,6,6,US,114,2,11,8,1.0
1,21,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,82.0
1,32,0,0,5,2,3,0,2,3,6,US,114,3,73,6,3.0
2,21,1,12,5,0,11,6,3,4,0,GB,4,0,0,0,40.0
1,27,1,0,5,2,3,6,2,6,6,NDF,48,0,0,8,1.0
2,32,1,12,5,0,11,0,3,6,6,NDF,0,4,36,11,184.0
0,39,0,25,5,2,3,6,3,8,0,US,62,0,0,11,32.0
2,44,0,0,5,2,3,0,2,3,23,US,127,3,75,6,31.0
2,32,1,0,5,7,7,0,2,6,6,FR,7,2,9,8,10.0
0,54,0,25,5,2,3,6,3,8,0,NDF,114,0,0,11,70.0
2,22,1,0,5,2,3,0,2,3,23,NDF,110,2,73,6,246.0
1,30,0,0,5,2,3,6,2,3,6,FR,114,2,73,6,31.0
0,67,0,0,5,5,7,3,2,3,23,US,114,3,0,6,18.0
1,56,0,0,5,2,3,6,2,7,17,US,114,3,43,10,4.0
2,35,1,0,5,2,3,6,2,3,23,US,70,2,73,6,0.0
1,39,0,0,6,2,3,0,2,3,23,US,60,0,0,6,49.0
1,33,1,12,5,0,11,6,3,8,17,US,4,0,0,0,130.0
2,38,1,0,5,2,3,6,2,3,23,NDF,114,3,11,6,0.0
1,26,0,0,5,5,7,3,2,3,23,US,114,7,0,6,31.0
1,47,1,12,5,0,11,3,3,3,23,NDF,4,0,0,0,51.0
2,26,1,0,5,1,7,3,2,3,6,NDF,70,2,73,6,167.0
1,31,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,456.0
1,25,0,0,5,2,3,0,2,3,23,US,62,0,0,6,11.0
1,22,1,0,5,1,7,3,2,6,6,NDF,70,2,73,8,291.0
1,32,0,0,5,7,7,0,2,3,6,US,114,7,75,6,11.0
1,59,1,0,5,5,7,0,2,7,17,US,27,0,0,10,11.0
1,50,0,0,5,2,3,6,2,6,6,NDF,62,7,36,8,74.0
2,44,1,12,5,0,11,6,3,6,6,NDF,4,0,0,0,44.0
2,24,0,25,5,2,3,6,3,7,0,NDF,114,0,0,10,22.0
1,26,1,0,5,2,3,6,2,3,10,NDF,87,3,75,6,7.0
1,32,0,0,5,2,3,6,2,6,11,other,62,7,0,8,130.0
1,40,1,0,5,2,3,6,2,3,23,NDF,24,0,0,6,75.0
2,32,1,0,5,2,3,6,2,3,6,US,114,0,0,6,12.0
1,32,0,24,5,2,3,0,1,7,17,US,4,0,0,0,52.0
1,30,1,0,5,2,3,6,2,3,23,NDF,24,3,32,6,126.0
0,43,0,25,5,2,3,6,3,7,17,other,114,4,36,11,0.0
2,27,1,0,5,5,7,3,2,6,6,NDF,15,7,11,8,0.0
2,24,1,0,5,2,3,6,2,6,6,NDF,114,2,73,8,91.0
0,30,0,0,6,5,7,0,2,3,23,other,114,7,43,6,0.0
0,18,0,0,5,2,3,0,2,3,23,NDF,114,3,75,6,3.0
1,40,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,54.0
0,32,0,0,5,2,3,0,2,6,6,US,110,2,73,8,95.0
1,30,0,0,5,2,3,6,2,3,23,NDF,131,0,0,6,890.0
2,32,1,12,5,0,11,3,3,3,23,NL,4,0,0,0,65.0
2,34,1,0,5,6,7,6,2,3,23,US,106,7,0,6,0.0
1,25,0,0,5,7,5,0,2,3,6,NDF,43,7,0,6,70.0
0,32,0,0,5,2,3,6,2,6,11,NDF,131,0,0,8,26.0
0,36,0,25,5,2,3,0,3,3,6,other,114,4,36,11,521000.0
1,45,1,0,5,2,3,6,2,6,11,NDF,110,2,73,8,342.0
2,22,0,24,5,2,3,6,1,8,17,US,43,0,0,0,85.0
1,23,1,12,5,0,11,6,3,8,0,US,4,0,0,0,55.0
2,24,1,12,5,0,11,0,3,3,23,NDF,4,0,0,0,41.0
1,50,0,0,5,7,5,0,2,3,6,IT,106,6,45,6,0.0
2,63,1,12,5,0,11,3,3,3,6,US,4,0,0,0,61.0
2,26,1,12,5,0,11,0,3,6,6,CA,4,0,0,0,192.0
2,30,1,0,10,1,7,3,2,6,10,NDF,114,3,43,8,54.0
2,25,0,23,5,2,3,6,0,4,0,US,114,0,0,1,108.0
1,27,1,0,5,2,3,6,2,3,23,US,114,3,43,6,11.0
1,51,1,0,5,6,7,3,2,7,17,US,24,0,0,10,82.0
2,25,0,0,3,2,3,4,2,6,10,US,48,0,0,8,3013.0
1,29,0,0,5,2,3,6,2,6,11,NDF,114,3,75,8,5.0
1,41,1,0,5,5,7,3,2,3,23,US,85,0,0,6,92.0
2,41,0,0,5,2,3,6,2,6,11,NDF,114,2,73,8,16.0
2,33,1,12,5,0,11,6,3,3,6,US,4,0,0,0,98.0
1,63,0,0,5,2,3,0,2,3,23,US,114,7,0,6,123.0
2,27,1,0,5,7,7,0,2,6,6,US,110,2,73,8,65.0
2,41,1,12,5,0,11,6,3,8,0,NDF,114,0,0,11,235.0
1,32,1,0,5,5,7,3,2,6,11,US,70,2,73,8,134.0
1,62,0,0,5,2,3,0,2,3,10,US,131,0,0,6,888.0
2,44,1,0,5,1,7,3,2,3,6,NDF,110,2,73,6,230.0
1,61,0,0,5,6,7,0,2,3,23,US,114,3,75,6,46.0
1,39,1,12,5,0,11,3,0,6,6,NDF,114,2,73,8,33.0
1,32,1,12,5,0,11,6,3,8,0,US,4,0,0,0,565.0
2,33,0,0,5,5,7,6,2,6,6,US,48,0,0,8,0.0
1,40,0,0,5,2,3,6,2,6,10,NDF,87,3,75,8,8.0
2,51,1,0,5,5,7,3,2,3,6,US,87,3,73,6,46.0
0,34,0,0,5,2,3,6,2,3,6,FR,15,2,11,6,17.0
1,28,0,0,5,2,3,0,2,3,23,other,106,7,0,6,0.0
1,24,0,25,5,2,3,6,3,3,6,IT,4,0,0,0,102.0
1,56,1,0,5,6,7,3,2,3,6,US,106,6,45,6,0.0
1,22,1,0,5,2,3,0,2,3,10,IT,106,6,45,6,938.0
1,39,1,0,5,2,3,6,2,1,11,NDF,114,2,75,7,12.0
1,25,1,0,5,2,3,0,2,3,23,US,131,0,0,6,389.0
1,54,0,0,5,2,3,0,2,3,10,NDF,131,0,0,6,3.0
1,49,0,0,5,2,3,6,2,6,11,US,62,7,0,8,27.0
1,31,0,0,5,2,3,6,2,3,23,other,114,3,75,6,118.0
2,28,1,12,5,0,11,6,3,6,6,NDF,4,0,0,0,43.0
2,44,0,0,5,2,3,6,2,6,11,NDF,131,6,66,8,477.0
2,37,0,0,5,6,7,3,2,3,23,NDF,48,7,21,6,603.0
1,27,0,0,5,7,7,0,2,3,6,NDF,110,2,73,6,322.0
1,35,0,23,5,2,3,6,0,4,0,US,109,0,0,1,158.0
1,35,0,0,5,6,7,3,2,3,23,IT,114,7,73,6,0.0
0,36,0,0,5,2,3,0,2,3,23,other,114,2,73,6,24.0
2,53,0,0,5,5,7,3,2,3,6,US,131,0,0,6,31.0
2,60,1,0,5,2,3,0,2,3,6,DE,43,0,0,6,13.0
1,32,0,0,5,2,3,6,2,3,10,US,106,7,45,6,0.0
2,46,1,12,5,0,11,6,0,4,0,NDF,114,0,0,1,62.0
0,26,0,0,5,2,3,0,2,3,23,FR,70,2,73,6,0.0
2,20,1,12,5,0,11,6,3,8,0,NDF,62,0,0,11,16.0
0,25,0,0,5,7,7,0,2,3,6,NDF,62,7,0,6,28.0
2,36,0,0,5,2,3,6,2,3,23,NDF,62,7,73,6,53.0
2,33,1,0,5,2,3,0,2,3,6,NDF,131,0,0,6,10.0
2,24,1,0,5,2,3,0,2,6,6,NDF,110,2,73,8,25.0
2,34,1,0,5,2,3,3,2,3,23,other,110,2,73,6,628.0
1,29,1,12,5,0,11,6,1,8,0,US,109,0,0,0,378.0
2,27,0,0,5,2,3,0,2,3,23,NDF,114,7,43,6,9.0
1,35,0,0,5,2,3,6,2,3,23,NDF,70,2,73,6,118.0
1,26,0,0,5,2,3,6,2,6,6,other,110,2,73,8,0.0
0,30,0,0,5,2,3,6,2,3,6,FR,114,3,11,6,16.0
2,30,1,0,5,5,7,3,2,3,23,US,114,3,25,6,38.0
1,37,0,0,3,6,7,3,2,6,11,US,7,2,9,8,102.0
1,54,0,0,5,2,3,6,2,3,23,AU,43,3,19,6,6704.0
2,31,0,25,5,2,3,6,3,3,23,US,114,0,0,0,448.0
1,53,0,0,5,5,7,3,2,3,23,US,114,2,73,6,50.0
2,34,1,0,5,5,7,3,2,6,6,US,114,2,73,8,15.0
1,31,0,0,5,2,3,0,2,3,10,US,114,3,75,6,10.0
2,36,0,0,5,5,7,3,2,3,23,US,106,7,45,6,446.0
1,54,0,0,5,2,3,0,2,6,10,NL,87,2,73,8,2.0
2,32,1,0,5,5,7,3,2,3,23,NDF,24,0,0,6,1025.0
0,40,0,0,5,2,3,0,2,3,10,US,7,2,9,6,396.0
1,26,1,0,5,5,7,3,2,3,6,US,110,2,0,6,10.0
1,40,1,0,5,2,3,0,2,3,10,NDF,48,7,21,6,457.0
0,34,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,59.0
1,56,1,0,5,2,3,0,2,3,23,NDF,24,0,0,6,119.0
2,55,0,0,5,7,7,0,2,7,17,US,15,2,11,10,1.0
1,59,0,0,5,2,3,6,2,6,11,NDF,53,0,0,8,108.0
0,38,0,0,5,2,3,6,2,6,10,NDF,131,0,0,8,10.0
1,72,1,0,5,7,7,0,2,7,17,NDF,114,3,73,10,30.0
0,32,0,23,5,2,3,6,0,4,0,NDF,114,0,0,1,4.0
2,29,1,0,5,1,7,3,2,3,10,NDF,114,3,73,6,25.0
2,26,0,0,5,2,3,6,2,6,6,NDF,106,0,0,8,0.0
2,39,1,0,5,6,7,3,2,3,23,US,106,7,45,6,0.0
2,25,0,0,5,7,5,6,2,6,6,NDF,114,0,0,8,81.0
1,30,1,0,5,2,3,6,2,3,23,NDF,114,7,43,6,71.0
2,26,1,0,5,5,7,0,2,7,17,NDF,62,0,0,10,24.0
1,24,1,12,5,0,11,6,0,4,0,NDF,4,0,0,1,123.0
2,26,1,12,5,0,11,0,3,3,6,NDF,4,0,0,0,54.0
0,36,0,24,5,2,3,4,1,7,17,US,109,0,0,0,73.0
2,70,1,0,5,2,3,6,2,3,23,other,114,3,73,6,26.0
2,34,1,0,5,2,3,0,2,3,23,US,114,2,75,6,13.0
1,32,1,0,5,2,3,0,2,3,23,NDF,48,7,0,6,394.0
1,30,1,12,5,0,11,0,3,6,6,US,4,0,0,0,124.0
0,35,1,0,5,2,3,6,2,7,17,NDF,114,3,43,10,90.0
2,35,1,0,14,5,7,3,2,6,6,US,55,0,0,8,338.0
2,62,1,0,5,4,7,0,2,6,11,NDF,24,3,25,8,311.0
0,30,0,0,5,2,3,4,2,3,6,other,131,0,0,6,30.0
2,31,0,0,5,2,3,6,2,3,10,NDF,70,2,73,6,72.0
1,24,1,0,5,1,7,3,2,3,23,NDF,114,3,73,6,63.0
2,26,1,0,5,2,3,0,2,3,23,other,24,3,32,6,214.0
2,45,0,0,5,2,3,6,2,6,6,US,21,6,4,8,0.0
2,26,1,0,5,2,3,0,2,3,10,US,24,3,25,6,9558.0
2,25,1,12,5,0,11,3,3,3,6,NDF,4,0,0,0,67.0
0,45,0,0,23,2,3,3,2,6,11,NDF,110,0,0,8,64.0
0,64,0,0,5,2,3,6,2,6,6,US,13,0,0,10,21.0
2,33,0,0,5,2,3,0,2,6,6,NDF,131,0,0,8,20.0
1,27,1,0,5,2,3,6,2,3,6,US,114,3,0,6,0.0
1,21,1,12,5,0,11,6,3,8,0,NDF,0,4,36,11,369.0
0,34,0,0,5,2,3,6,2,3,23,US,22,2,14,6,12.0
2,78,0,25,5,2,3,6,3,6,10,NDF,23,1,5,11,0.0
0,25,0,0,5,7,7,5,2,3,6,US,110,2,73,6,190.0
1,46,0,0,5,2,3,6,2,6,6,US,22,2,13,8,1009.0
2,21,1,0,5,2,3,0,2,3,23,NDF,110,2,73,6,1.0
1,33,1,0,5,6,7,3,2,7,17,US,114,2,73,10,50.0
2,26,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,61.0
1,32,1,0,5,2,3,6,2,3,10,US,22,3,14,6,698.0
1,35,1,12,5,0,11,0,3,6,6,NDF,4,0,0,0,52.0
2,27,1,12,5,0,11,3,3,3,10,NDF,4,0,0,0,38.0
1,26,1,0,5,5,7,3,2,3,6,US,70,2,73,6,48.0
2,27,1,0,5,2,3,6,2,3,10,NDF,87,3,73,6,15.0
1,53,0,0,5,2,3,0,2,3,23,NDF,131,0,0,6,298.0
2,56,1,0,5,2,3,0,2,6,10,NDF,24,0,0,8,92.0
1,29,1,12,5,0,11,6,3,8,17,US,0,4,36,11,331.0
2,54,0,0,5,5,7,3,2,3,6,US,106,6,18,6,0.0
2,77,0,0,5,2,3,0,2,6,11,NDF,114,0,0,8,762.0
0,26,0,0,5,2,3,6,2,6,6,US,106,7,45,8,44.0
1,32,0,0,5,6,7,3,2,3,6,US,110,2,73,6,38.0
2,30,1,0,5,2,3,0,2,3,23,US,110,2,73,6,431.0
2,27,1,0,5,2,3,6,2,6,6,NDF,70,2,73,8,730.0
2,33,1,0,5,4,7,3,2,3,10,NDF,24,3,25,6,748.0
2,30,0,0,5,5,7,3,2,6,6,AU,13,0,0,8,57.0
1,72,1,0,5,1,7,3,2,6,11,US,114,3,75,8,1471.0
1,22,1,0,5,5,7,3,2,3,23,NDF,70,7,73,6,26.0
1,36,0,0,23,2,3,0,2,1,11,US,114,3,0,7,9.0
1,57,0,12,5,0,11,6,0,4,0,US,109,0,0,1,25.0
1,25,1,0,8,7,5,0,2,3,10,US,15,2,11,6,0.0
1,30,0,0,5,6,7,3,2,3,23,NDF,15,0,0,6,24.0
2,25,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,225.0
1,25,1,12,5,0,11,0,3,3,10,NDF,4,0,0,0,562.0
2,26,1,0,5,2,3,0,2,3,6,US,22,4,14,6,600.0
0,30,0,0,5,2,3,6,2,3,6,FR,110,2,73,6,38.0
2,56,1,0,5,6,7,3,2,7,17,NDF,24,6,32,10,4852.0
1,46,0,0,5,5,7,3,2,3,6,NDF,131,0,0,6,23.0
2,29,1,0,5,2,3,6,2,6,6,US,110,2,73,8,26.0
0,62,0,0,5,2,3,6,2,6,6,US,114,2,73,8,12.0
2,51,0,0,5,7,14,3,2,7,17,US,48,7,0,10,98.0
2,41,0,0,5,2,3,3,2,7,17,other,87,3,75,10,0.0
1,34,0,0,5,2,3,3,2,3,23,NDF,114,3,75,6,56.0
1,28,0,0,5,2,3,6,2,6,6,US,45,7,0,8,1.0
1,64,1,0,5,5,7,0,2,3,23,NDF,114,7,68,6,3.0
1,25,1,0,5,2,3,6,2,3,6,NDF,114,2,73,6,67.0
2,23,1,0,5,2,3,0,2,6,10,NDF,114,7,0,8,0.0
2,34,0,25,5,2,3,6,3,8,0,US,4,0,0,11,234.0
0,45,0,23,5,2,3,6,0,4,0,US,114,0,0,1,1.0
2,31,0,0,5,5,7,3,2,7,7,US,43,6,0,10,1192.0
1,32,1,12,5,0,11,6,3,8,17,US,4,0,0,0,236.0
2,57,1,0,5,2,3,6,2,3,10,NDF,7,2,9,6,35.0
1,35,1,0,5,7,7,0,2,7,17,NDF,70,7,73,10,4.0
1,28,1,12,5,0,11,6,0,4,0,NDF,4,0,0,1,0.0
1,26,1,0,5,2,3,6,2,1,11,NDF,127,0,0,7,22.0
1,48,1,0,5,5,7,5,2,6,10,NDF,87,3,75,8,9.0
1,34,0,0,5,2,3,5,2,3,23,US,114,7,0,6,6.0
1,30,1,12,5,0,11,0,0,3,23,NDF,4,0,0,0,27.0
1,38,0,0,5,5,7,3,2,6,6,NDF,110,2,73,10,7.0
2,37,1,0,5,2,3,0,2,1,11,US,106,0,0,7,0.0
2,24,0,0,5,2,3,6,2,3,10,NDF,114,3,75,6,37.0
1,31,1,0,5,2,3,6,2,7,17,US,110,2,73,10,1471.0
2,36,1,12,5,0,11,3,3,3,6,NDF,4,0,0,0,813.0
0,25,0,0,5,7,7,0,2,3,6,US,106,7,45,6,0.0
1,26,0,0,5,2,3,6,2,6,6,US,37,3,0,8,110.0
2,57,0,0,5,5,7,3,2,6,11,NDF,114,2,73,8,5.0
1,29,1,12,5,0,11,6,0,4,0,US,114,0,0,1,254.0
2,62,0,0,5,2,3,6,2,6,10,other,87,3,75,8,0.0
2,67,1,12,19,0,11,6,0,4,0,NDF,109,0,0,1,118.0
1,66,1,0,5,5,7,3,2,7,17,NDF,114,3,75,10,4.0
2,33,1,0,5,2,3,6,2,3,23,NDF,114,2,73,6,58.0
2,33,1,0,5,2,3,4,2,6,6,NDF,59,0,0,8,71.0
0,34,0,0,5,2,3,6,2,6,10,US,87,3,75,8,38.0
1,18,0,25,5,2,3,6,3,7,17,NDF,62,0,0,11,144.0
2,45,0,0,5,2,3,3,2,3,6,US,45,7,0,6,330.0
2,30,1,0,5,2,3,6,2,3,6,NDF,24,6,32,6,31.0
2,38,1,0,5,5,7,3,2,7,17,US,48,0,0,10,51.0
1,27,1,12,5,0,11,6,3,8,17,US,4,0,0,0,62.0
0,56,0,0,5,2,3,6,2,6,11,US,70,2,73,8,814.0
2,28,0,0,5,2,3,0,2,3,23,ES,114,3,75,6,5.0
1,35,1,0,5,5,7,6,2,6,11,US,16,0,0,8,8.0
0,23,0,0,5,2,3,6,2,3,6,US,110,2,73,6,28.0
0,29,0,0,5,2,3,6,2,6,6,US,70,7,73,8,0.0
1,24,0,0,5,2,3,6,2,3,23,NDF,56,3,25,6,89.0
0,26,0,0,5,2,3,6,2,3,23,US,110,2,73,6,0.0
1,22,0,0,5,2,3,0,2,3,23,NDF,87,0,0,6,46.0
2,59,0,24,5,2,3,6,1,8,0,NDF,114,0,0,11,14.0
2,31,0,0,5,2,3,6,2,3,6,NDF,48,7,0,6,17.0
1,36,1,0,5,5,7,3,2,6,10,US,87,3,75,8,25.0
1,36,0,0,5,2,3,6,2,3,23,NDF,114,7,43,6,21.0
2,32,0,0,5,6,7,6,2,7,17,NDF,22,2,13,10,895.0
2,31,1,12,5,0,11,6,3,8,17,US,114,0,0,11,16.0
2,27,0,0,5,2,3,0,2,3,23,US,15,2,11,6,150.0
2,40,0,0,5,6,1,3,2,3,10,US,43,3,19,6,4202.0
1,30,0,0,5,7,5,0,2,3,10,US,56,3,25,11,648.0
1,52,0,24,5,2,3,6,1,8,0,IT,114,0,0,0,195.0
2,30,0,0,5,2,3,6,2,3,3,NDF,131,0,0,6,17.0
1,35,1,12,12,0,11,6,3,6,11,FR,4,0,0,0,205.0
1,29,0,0,5,2,3,6,2,6,10,US,45,7,0,8,398.0
1,22,0,0,5,2,3,6,2,3,23,NDF,127,0,0,6,20.0
1,32,1,0,5,1,7,3,2,6,11,NDF,24,2,25,8,328.0
1,34,1,0,5,2,3,6,2,8,17,NDF,24,0,0,11,214.0
1,29,1,0,5,5,7,3,2,6,6,US,62,7,73,8,1.0
1,29,0,0,5,3,11,0,2,7,17,US,114,0,0,10,1.0
2,36,0,0,5,7,7,0,2,6,6,US,114,2,11,8,6.0
2,28,0,0,5,3,11,5,2,3,23,US,110,2,73,6,1413.0
2,22,1,0,5,2,3,5,2,3,23,NDF,87,3,75,6,427.0
1,40,1,12,5,0,11,6,3,3,23,NDF,4,0,0,0,70.0
2,72,1,0,5,2,3,6,2,6,10,NDF,4,0,0,0,4.0
1,27,0,25,5,2,3,6,3,3,23,US,114,0,0,11,9.0
2,46,0,0,5,2,3,0,2,6,6,US,62,0,0,8,56.0
1,34,1,0,5,5,7,3,2,7,17,NDF,114,3,75,10,84.0
2,46,0,0,5,2,3,6,2,3,23,US,114,7,73,6,74.0
1,40,1,0,5,2,3,0,2,3,6,other,128,7,0,6,0.0
1,27,1,0,5,7,7,0,2,6,6,NDF,114,3,75,8,3.0
2,28,0,0,5,2,3,6,2,3,6,FR,48,0,0,6,6.0
0,50,0,25,5,2,3,6,3,8,0,US,4,0,0,11,73.0
2,28,0,0,5,6,7,3,2,6,10,US,114,7,0,8,57.0
2,31,0,0,5,2,3,6,2,3,23,NDF,22,6,13,10,255.0
2,63,1,0,5,6,7,3,2,7,17,NL,56,3,25,10,695.0
2,32,0,0,5,2,3,6,2,3,23,NDF,110,2,73,6,56.0
2,30,1,0,23,2,3,6,2,6,6,NDF,110,2,73,8,689.0
1,42,1,0,5,2,3,6,2,6,11,NDF,131,0,0,8,537.0
0,34,0,0,5,3,11,6,2,3,6,US,114,2,11,6,4.0
1,31,1,12,5,0,11,3,3,3,10,other,4,0,0,0,200.0
0,24,0,0,5,2,3,0,2,3,6,US,43,0,0,6,287.0
1,47,1,0,5,2,3,6,2,6,6,NDF,24,0,0,8,120.0
1,30,1,0,5,6,7,3,2,3,10,NDF,70,3,73,6,5.0
2,33,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,74.0
2,32,1,0,5,2,3,6,2,3,6,US,21,6,4,6,0.0
0,60,0,0,5,2,3,6,2,2,25,US,114,3,36,5,77.0
2,31,1,0,5,2,3,0,2,6,10,NDF,131,0,0,8,34.0
2,23,0,0,5,5,7,3,2,3,23,NDF,114,2,73,6,31.0
2,25,1,12,5,0,11,6,3,3,23,NDF,0,0,0,0,66.0
1,24,0,0,5,2,3,0,2,6,10,US,114,3,75,10,16.0
0,36,0,0,5,6,7,3,2,6,11,US,13,0,0,8,6.0
1,61,0,0,5,6,7,3,2,3,23,US,114,7,73,6,28.0
